,t_199,t_198,t_197,t_196,t_195,t_194,t_193,t_192,t_191,t_190,t_189,t_188,t_187,t_186,t_185,t_184,t_183,t_182,t_181,t_180,t_179,t_178,t_177,t_176,t_175,t_174,t_173,t_172,t_171,t_170,t_169,t_168,t_167,t_166,t_165,t_164,t_163,t_162,t_161,t_160,t_159,t_158,t_157,t_156,t_155,t_154,t_153,t_152,t_151,t_150,t_149,t_148,t_147,t_146,t_145,t_144,t_143,t_142,t_141,t_140,t_139,t_138,t_137,t_136,t_135,t_134,t_133,t_132,t_131,t_130,t_129,t_128,t_127,t_126,t_125,t_124,t_123,t_122,t_121,t_120,t_119,t_118,t_117,t_116,t_115,t_114,t_113,t_112,t_111,t_110,t_109,t_108,t_107,t_106,t_105,t_104,t_103,t_102,t_101,t_100,t_99,t_98,t_97,t_96,t_95,t_94,t_93,t_92,t_91,t_90,t_89,t_88,t_87,t_86,t_85,t_84,t_83,t_82,t_81,t_80,t_79,t_78,t_77,t_76,t_75,t_74,t_73,t_72,t_71,t_70,t_69,t_68,t_67,t_66,t_65,t_64,t_63,t_62,t_61,t_60,t_59,t_58,t_57,t_56,t_55,t_54,t_53,t_52,t_51,t_50,t_49,t_48,t_47,t_46,t_45,t_44,t_43,t_42,t_41,t_40,t_39,t_38,t_37,t_36,t_35,t_34,t_33,t_32,t_31,t_30,t_29,t_28,t_27,t_26,t_25,t_24,t_23,t_22,t_21,t_20,t_19,t_18,t_17,t_16,t_15,t_14,t_13,t_12,t_11,t_10,t_9,t_8,t_7,t_6,t_5,t_4,t_3,t_2,t_1,t_0
t_199,0.0,0.032596332393586634,0.033381129056215285,0.04215277321636677,0.047647830098867416,0.057190144807100295,0.0737060260027647,0.08986121863126754,0.1092540942132473,0.11878070868551731,0.13363887518644332,0.15071897208690643,0.15656139627099036,0.1785890728235245,0.18925454169511796,0.21201036125421524,0.23052161037921906,0.25321698784828184,0.26262870281934736,0.2846231535077095,0.30517792254686354,0.31298757195472715,0.33113990128040316,0.35188112407922745,0.3656280070543289,0.3776343300938606,0.39307002872228625,0.4125588074326515,0.42657156884670255,0.4395995855331421,0.4594012677669525,0.46810812056064605,0.4859433531761169,0.49670971632003785,0.5141947835683822,0.5279661744832993,0.5349056631326675,0.5501688241958618,0.5597924023866654,0.5735569149255753,0.5820452958345413,0.5947762161493302,0.608943423628807,0.6141955345869065,0.630542716383934,0.638242569565773,0.6503045707941055,0.6598500609397888,0.6755633354187012,0.6847650170326233,0.6955270677804947,0.707932534813881,0.7204702824354172,0.7321876466274262,0.7452500969171524,0.7578789710998535,0.7704014599323272,0.7825723737478256,0.7960083693265915,0.8049358278512955,0.8219186037778854,0.8308391124010086,0.8443183988332749,0.856782203912735,0.8689606040716171,0.8854857414960862,0.8940503060817718,0.9059263080358505,0.9150026559829711,0.9251748144626617,0.9361427098512649,0.9510827451944351,0.9632855504751205,0.9716661423444748,0.9879190772771835,0.9951874166727066,1.0049988478422165,1.0220708876848221,1.0296641886234283,1.043152040243149,1.0493160426616668,1.0604681968688965,1.0754108667373656,1.0861155688762665,1.0937954306602478,1.0979422271251678,1.112365871667862,1.1174515664577485,1.1279381275177003,1.1348088800907135,1.1440978229045868,1.1552089154720306,1.157577383518219,1.168735420703888,1.1747370958328247,1.1809772312641145,1.1888137698173522,1.1950005114078521,1.2031330168247223,1.2122901201248169,1.2195514380931853,1.223796808719635,1.2282050371170044,1.2362298965454102,1.24077707529068,1.2457257747650146,1.2485320150852204,1.25239217877388,1.2560450553894043,1.260390293598175,1.2654215335845946,1.271252566576004,1.2741460144519805,1.2788771986961365,1.2810572504997253,1.2860485672950746,1.2898019671440124,1.2917602896690368,1.2941299736499787,1.2975222229957581,1.3009984970092774,1.3030224084854125,1.3056961238384246,1.3071536540985107,1.3106796443462372,1.3113326907157898,1.3151856720447541,1.3163498520851136,1.31963672041893,1.3198855102062226,1.3227816581726075,1.3244330167770386,1.3257586181163787,1.3267041087150573,1.3272926032543182,1.3299492299556732,1.3310314178466798,1.3345032572746276,1.3361579835414887,1.3358915805816651,1.3368162393569947,1.3405454993247985,1.341203224658966,1.3411418974399567,1.3422039985656737,1.343326336145401,1.3448211133480072,1.3451123595237733,1.3461177408695222,1.3461886763572692,1.348223614692688,1.3487645745277406,1.3485132515430451,1.3498453319072723,1.3513840436935425,1.3518270134925843,1.351950353384018,1.3524230599403382,1.3525993168354034,1.354453730583191,1.3545666456222534,1.3561282396316527,1.3561599791049956,1.3565427839756012,1.3576821446418763,1.3579778254032135,1.3574324369430542,1.358288151025772,1.3595137536525725,1.3599037528038025,1.3600322961807252,1.3614081680774688,1.360690975189209,1.3625279664993286,1.361295235157013,1.3623107612133025,1.362568771839142,1.3633120596408843,1.3636996746063232,1.3640308618545531,1.3638911545276642,1.3645456969738006,1.3654572427272798,1.3653231382369995,1.366852229833603,1.366295063495636,1.3662515044212342,1.3668512463569642,1.3671025454998016,1.3683943927288056,1.3674415588378905,1.367848777770996,1.3675225913524627,1.367482304573059,1.3677179336547851,1.3677176773548125,1.3678710818290711,1.3682898938655854,1.3691381812095642,1.369914275407791
t_198,0.032596332393586634,0.0,0.03015210321173072,0.03324606455862522,0.034989363700151446,0.04361486304551363,0.06004882846027613,0.07494545951485634,0.09450494311749935,0.10376897938549519,0.11868782974779606,0.13569728806614875,0.14147080406546592,0.16353560835123063,0.17411480620503425,0.19715454131364823,0.21580061465501785,0.2385900214314461,0.24818048775196075,0.27031088024377825,0.2911280900239944,0.2989455759525299,0.3172999292612076,0.3383590430021286,0.35224521458148955,0.3643726721405983,0.3800115376710892,0.39977910071611406,0.4140150800347328,0.42717892676591873,0.44723101407289506,0.4560792952775955,0.4741598039865494,0.4851355865597725,0.502855995297432,0.5168861612677574,0.5238542303442955,0.5394152909517288,0.5491883873939514,0.5631836593151093,0.5718081951141357,0.5847733050584794,0.5991718113422394,0.6045028299093247,0.6211193621158599,0.6289851427078247,0.6412925869226456,0.6510080635547638,0.6669458717107772,0.6763295769691468,0.6873019993305206,0.6999599874019623,0.7127358168363571,0.7246217459440232,0.7379290670156479,0.7507916122674942,0.7635316610336303,0.7759178221225739,0.7895781904458999,0.7987212657928466,0.8159708321094513,0.8250603795051574,0.8387525856494904,0.8514361351728439,0.8638002276420593,0.8805301338434219,0.8892379850149155,0.9013261675834656,0.9105128139257431,0.9208387643098831,0.9319474309682846,0.9470955759286881,0.9594270318746567,0.9679246604442596,0.9843661427497864,0.991737899184227,1.0016682267189025,1.0189180105924607,1.0266221046447754,1.0402550935745238,1.0464864015579223,1.0577472984790801,1.072856706380844,1.0836427807807922,1.0914244830608368,1.0956110954284668,1.11015687584877,1.1152835845947267,1.1258743524551391,1.1328190922737122,1.1421806871891023,1.1534181356430053,1.1558228492736817,1.1670492053031922,1.1731140971183778,1.1794081628322601,1.187322998046875,1.1935663282871247,1.201754492521286,1.2110110640525817,1.2183106541633606,1.2226094901561737,1.2270362496376037,1.2351181387901307,1.2396932065486908,1.244680494070053,1.2475163280963897,1.2514150857925415,1.2551030933856964,1.2594678461551667,1.264526891708374,1.270418155193329,1.2733112275600433,1.278100597858429,1.2802802324295044,1.285311406850815,1.2891239523887634,1.2910902857780457,1.2934787631034852,1.296862745285034,1.300393319129944,1.302422320842743,1.3051106750965118,1.3065985500812531,1.3101470351219178,1.3107935249805451,1.3146488428115846,1.3158072173595428,1.3191495716571808,1.3194129467010498,1.3223416984081269,1.3239776015281677,1.3253248929977417,1.3262709736824037,1.3268602013587951,1.329515016078949,1.3306146085262298,1.3341258704662322,1.3357766807079314,1.3355265200138091,1.3364508986473083,1.3402112782001496,1.340878391265869,1.3408247828483582,1.3418828547000885,1.3430310130119323,1.3445223033428193,1.34480277299881,1.345833855867386,1.3458767890930177,1.3479682147502898,1.3484960317611694,1.3482332468032836,1.349564117193222,1.3511289536952973,1.3515742659568786,1.3517026841640472,1.3521620273590087,1.3523486137390137,1.3542185783386231,1.3543420314788819,1.3559251427650452,1.3559257745742799,1.3563083410263062,1.357493656873703,1.3577570974826814,1.357196170091629,1.3580834686756134,1.3593185722827912,1.3597205519676208,1.3598282933235168,1.3612237751483918,1.3604712784290314,1.3623433828353881,1.3610950708389282,1.3621163606643676,1.3623767793178558,1.3631381452083589,1.3635241746902467,1.363839679956436,1.3636739432811738,1.3643575072288514,1.3652691304683686,1.3651242315769196,1.366673183441162,1.3660902321338653,1.3660582840442657,1.366672796010971,1.3669110774993896,1.3682229697704316,1.367248034477234,1.3676727890968323,1.3673247873783112,1.3672750651836396,1.3675340473651887,1.3675115644931792,1.3676602125167847,1.368071848154068,1.3689298808574677,1.36972216963768
t_197,0.033381129056215285,0.03015210321173072,0.0,0.03191069643944502,0.03641624320298433,0.0444125834852457,0.06109033450484276,0.07581228688359261,0.0960680216550827,0.10501991212368011,0.12027300819754601,0.1376145862042904,0.1429067797958851,0.16481381580233573,0.17515185549855233,0.19823545441031457,0.21714200228452682,0.23989783823490143,0.24952971562743187,0.27157225012779235,0.29242762327194216,0.30017807632684707,0.31863175630569457,0.33970907926559446,0.35368709117174146,0.36582472920417786,0.38141169100999833,0.40117442011833193,0.4153648495674133,0.4285905912518501,0.4486712947487831,0.45749723017215727,0.47551933377981187,0.4866460248827934,0.5044528409838677,0.5184754759073258,0.5254789412021637,0.5411674052476882,0.5509128719568253,0.5650000602006913,0.5736509263515472,0.5867165774106979,0.6011553794145584,0.6065540134906768,0.6232766211032867,0.6310826987028122,0.6435188084840775,0.6532403230667114,0.6693114131689072,0.678721958398819,0.689751249551773,0.7025038927793503,0.715330308675766,0.7271955996751786,0.7406018972396851,0.7534909784793854,0.7662883013486862,0.7786953568458557,0.7924060732126236,0.8015599250793457,0.8188736736774445,0.82797572016716,0.8416867077350616,0.8543699294328689,0.8667522072792053,0.8835614919662476,0.8922228395938874,0.9043274730443954,0.9134850949048996,0.9238187968730927,0.9349308997392655,0.950101688504219,0.9623955428600312,0.9709011256694794,0.9873891264200211,0.994695657491684,1.0046331852674484,1.0219402343034745,1.029571458697319,1.0432059109210967,1.0494004011154174,1.060621052980423,1.0757761180400849,1.0865322828292847,1.0943098843097687,1.0984525084495544,1.112983340024948,1.1180791079998016,1.1286403834819794,1.135577642917633,1.144911426305771,1.1561717689037323,1.1585248708724976,1.1697080492973329,1.1757628083229066,1.182052445411682,1.1899424254894257,1.1961589932441712,1.2043141186237336,1.2135760486125946,1.220846599340439,1.2251304924488067,1.2295335054397583,1.2375917792320252,1.2421591103076934,1.2471355259418488,1.2499577283859253,1.2538061320781708,1.2574969291687013,1.2618447482585906,1.2668827712535857,1.2727721333503723,1.275630921125412,1.2804291069507598,1.2825866758823394,1.2876028954982757,1.2914064586162568,1.2933511674404143,1.2957302451133728,1.299088478088379,1.3026259005069734,1.304644525051117,1.3073165655136108,1.3087969779968263,1.312345039844513,1.3129639148712158,1.3168113112449646,1.31794793009758,1.3213023245334625,1.3215475261211396,1.3244782269001008,1.3260989546775819,1.3274374723434448,1.3283669173717498,1.3289469063282013,1.3315808355808259,1.3326767086982727,1.336192137002945,1.33782799243927,1.3375694453716278,1.3384889841079712,1.342242020368576,1.3429086208343506,1.3428505659103394,1.343895000219345,1.3450448393821717,1.3465353429317475,1.346808236837387,1.3478457748889923,1.3478644132614135,1.3499766826629638,1.3504948437213897,1.3502251982688904,1.351535338163376,1.3531068325042725,1.3535571157932282,1.3536811292171478,1.3541330099105835,1.35431706905365,1.3561769068241118,1.3563054084777832,1.357894390821457,1.3578729927539825,1.3582533299922943,1.3594482243061066,1.359697300195694,1.35913525223732,1.3600327789783477,1.361258465051651,1.3616650879383088,1.3617636442184449,1.3631659686565398,1.3624006390571595,1.3642802238464355,1.3630191385746002,1.3640417277812957,1.3643027365207672,1.365065085887909,1.3654459059238433,1.3657533824443817,1.3655789852142335,1.3662740468978882,1.367174005508423,1.36703622341156,1.368584805727005,1.3679864704608917,1.3679581105709075,1.36858127117157,1.3688113868236542,1.3701261341571809,1.3691423535346985,1.3695742309093475,1.3692154943943025,1.3691650331020355,1.36941859126091,1.3693956553936004,1.3695489645004273,1.3699578046798706,1.3708161175251008,1.3715941905975342
t_196,0.04215277321636677,0.03324606455862522,0.03191069643944502,0.0,0.02995761651545763,0.03411582764238119,0.050852945633232595,0.0633619861677289,0.08350325934588909,0.09213960915803909,0.10772226080298423,0.12513353265821933,0.1301523271948099,0.15233769863843918,0.16258603930473328,0.1858564242720604,0.20484219565987588,0.2277752712368965,0.23749091923236848,0.2596214473247528,0.28068329989910124,0.2884978711605072,0.3071530729532242,0.3284242689609528,0.3426463693380356,0.35492667406797407,0.3707520455121994,0.3906304493546486,0.4049681916832924,0.41837389320135115,0.43873911798000337,0.44761359691619873,0.46584714502096175,0.47715660035610197,0.49527735710144044,0.5094222337007522,0.5165197372436523,0.5324704140424729,0.5423005878925323,0.5566320151090622,0.5653474628925323,0.5786594867706298,0.5932954370975494,0.5987854689359665,0.6157580822706222,0.6235874354839325,0.636263245344162,0.6460588693618774,0.6624305278062821,0.6719695776700974,0.6831469982862473,0.696103236079216,0.7091184884309769,0.721071183681488,0.73469018638134,0.7477541565895081,0.7607402682304383,0.7732985615730286,0.7872355073690415,0.7964857280254364,0.8140569150447845,0.8232647597789764,0.8371564388275147,0.8499687522649765,0.8625073075294495,0.8795812129974365,0.8882826954126358,0.9005191266536713,0.9097782909870148,0.9202168881893158,0.9314647227525711,0.9467854112386703,0.9591816067695618,0.9678017795085907,0.9844964623451233,0.9918065071105957,1.0018601953983306,1.0193880259990693,1.0270058810710907,1.0407957434654236,1.0469862520694733,1.0582887470722198,1.0736263334751128,1.0844471037387848,1.0922995865345002,1.0964177787303924,1.1110755681991578,1.116169089078903,1.126799726486206,1.1337991595268249,1.1431902527809144,1.1546035587787629,1.1569100856781005,1.1681513965129853,1.1742480874061585,1.1805869936943054,1.1885416626930236,1.1947833180427552,1.2029733657836914,1.21235853433609,1.2196750044822693,1.2239900708198548,1.2283848643302917,1.2365019559860229,1.2411285221576691,1.2461344420909881,1.2489606142044067,1.2527972221374513,1.256516343355179,1.2608756482601167,1.2659342527389525,1.2719253838062285,1.2747483134269715,1.2796409010887146,1.2817749321460723,1.2868468463420868,1.2907092571258545,1.2926523685455322,1.2950278103351593,1.298374354839325,1.301984429359436,1.3040260314941405,1.3067019641399384,1.3081949293613433,1.3117857456207276,1.3123664021492005,1.3162307024002076,1.317355751991272,1.3207935273647309,1.3210406124591827,1.324019879102707,1.3256300628185271,1.3269904494285583,1.3278993248939515,1.328467810153961,1.3310964047908782,1.3322084546089172,1.3357944726943969,1.3374306797981261,1.3371558725833892,1.3380951464176178,1.3418869614601134,1.342565554380417,1.342510199546814,1.343540620803833,1.3447195708751678,1.3462093889713287,1.346454280614853,1.3475399255752563,1.347492331266403,1.3496915400028229,1.3502034842967987,1.3498905777931214,1.3511995434761048,1.3528142154216767,1.353254747390747,1.3533797025680543,1.3538048684597015,1.3539983689785005,1.355885910987854,1.3560487627983093,1.3576630294322967,1.3575787484645843,1.3579643547534943,1.3592240929603576,1.3594296097755432,1.3588437199592591,1.359788191318512,1.361020565032959,1.3614576280117034,1.3615116357803345,1.3629627704620362,1.362130743265152,1.3640784680843354,1.3627599418163299,1.3638120293617249,1.3640601933002472,1.3648590981960296,1.3652374029159546,1.3655215859413148,1.3653090178966523,1.3660575568675994,1.3669341623783111,1.3667985916137695,1.3683858692646027,1.367741596698761,1.36771919131279,1.368385088443756,1.3685889959335327,1.3699498116970061,1.3689100384712218,1.3693886399269104,1.3689768373966218,1.3689312875270843,1.3691898345947267,1.3691593825817108,1.369304209947586,1.3697086572647095,1.3705818057060242,1.3713742911815643
t_195,0.047647830098867416,0.034989363700151446,0.03641624320298433,0.02995761651545763,0.0,0.03146323394030333,0.044040192291140555,0.05583755671977997,0.07533079162240028,0.08419235162436962,0.09927734062075615,0.11626295000314713,0.12156180962920189,0.14390180855989457,0.15428355410695077,0.17758860141038896,0.19627011939883232,0.21946569457650184,0.2290932022035122,0.2514170974493027,0.2726546823978424,0.28048790991306305,0.2991582378745079,0.3205759435892105,0.33491445183753965,0.3471985086798668,0.3632315739989281,0.38325339555740356,0.39772292226552963,0.4111646726727486,0.4317401647567749,0.44062998294830324,0.45913068056106565,0.47045823037624357,0.488721165060997,0.5029688060283661,0.5100872129201889,0.5261407881975174,0.5360580056905746,0.5504673510789871,0.5592373013496399,0.5726926982402801,0.5874171733856202,0.5929328083992005,0.6099804282188416,0.6179073482751847,0.6307005524635315,0.6405809581279754,0.6570124655961991,0.6666631519794464,0.6779152184724808,0.69096999168396,0.7040686219930649,0.7161078035831452,0.7298058331012726,0.7429673701524735,0.7560320496559143,0.7686682879924774,0.7827076435089111,0.7920432180166245,0.8097238779067993,0.8190124213695527,0.8329864650964737,0.8458858072757721,0.8585244357585907,0.8756833106279374,0.8844419926404953,0.8967637896537781,0.9061037063598633,0.9166003793478013,0.9279266774654389,0.9433232456445694,0.9557812422513962,0.9644644677639007,0.9812519758939743,0.9885945379734039,0.9987132221460342,1.0163219332695008,1.023985132575035,1.0378693103790284,1.0440748751163482,1.0554379045963287,1.0708576083183288,1.0817392826080323,1.0896339774131776,1.0937735378742217,1.1085073351860046,1.1136197984218597,1.1243095099925995,1.131352812051773,1.1407970488071442,1.1523000240325927,1.15460347533226,1.1658904433250428,1.1720268666744231,1.1783993065357208,1.1863970935344696,1.192684918642044,1.2009074926376342,1.2103684961795806,1.2177039504051208,1.2220613181591033,1.226467913389206,1.2346302151679993,1.2392927527427673,1.2443225860595704,1.2471645057201386,1.2510101854801179,1.2547505617141723,1.2591288328170775,1.264205539226532,1.2702495634555817,1.2730767011642456,1.2780099511146545,1.280142992734909,1.2852500200271606,1.2891528129577636,1.2911021173000337,1.293483352661133,1.2968306303024293,1.300476360321045,1.3025346398353577,1.3052237391471864,1.3067295253276825,1.3103444933891297,1.3109100818634034,1.3147828876972198,1.3159031629562379,1.3193919658660889,1.3196411550045013,1.3226441085338592,1.3242523789405822,1.3256365954875946,1.326543426513672,1.3271018385887146,1.3297243177890778,1.330850327014923,1.3344783663749695,1.3361271381378175,1.335841917991638,1.3367854952812195,1.340612107515335,1.341300755739212,1.3412493288516998,1.3422673165798187,1.343474692106247,1.3449573934078216,1.3451907277107238,1.3463047385215758,1.3462158560752868,1.3484758973121642,1.3489772975444794,1.3486497163772584,1.3499529182910919,1.3515838503837585,1.352027702331543,1.3521512687206267,1.3525683879852295,1.3527690172195435,1.3546715915203094,1.3548496901988982,1.356490284204483,1.3563699781894685,1.3567508935928345,1.3580532014369964,1.3582307040691375,1.3576249122619628,1.358595085144043,1.3598303616046905,1.3602926552295684,1.3603200316429138,1.3617965400218963,1.360924643278122,1.3629169404506682,1.361567449569702,1.3626355409622193,1.3628778636455536,1.3636909782886506,1.364067369699478,1.364335411787033,1.3641027688980103,1.3648860216140748,1.365742176771164,1.3656040847301483,1.3672136962413788,1.3665460646152496,1.3665219366550445,1.3672055661678315,1.3673955380916596,1.3687836468219756,1.3677095472812653,1.3682126820087432,1.3677773296833038,1.3677289545536042,1.368007081747055,1.3679559707641602,1.3681023061275481,1.3685073673725128,1.3693841457366944,1.3701805472373962
t_194,0.057190144807100295,0.04361486304551363,0.0444125834852457,0.03411582764238119,0.03146323394030333,0.0,0.03574795089662075,0.048295294493436815,0.06720841825008392,0.07537968456745148,0.09015944451093674,0.10780902802944184,0.1129674717783928,0.1345549412071705,0.14489720091223718,0.16844510659575462,0.18747481778264047,0.210542880743742,0.22040232121944428,0.24276307076215745,0.26397607624530794,0.27195988297462464,0.29073893576860427,0.31229935139417647,0.3266090974211693,0.3390777140855789,0.35493095219135284,0.37539117485284806,0.38998812437057495,0.403599813580513,0.4241779252886772,0.43341791331768037,0.4518734857439995,0.46340724378824233,0.4816704630851746,0.4962575361132622,0.5034372732043266,0.5196418762207031,0.529719015955925,0.5441830903291702,0.5531877875328064,0.5666797250509262,0.5815374910831451,0.5871316343545914,0.604380989074707,0.6125498861074448,0.625363466143608,0.6354965925216675,0.6519534796476364,0.6617134392261506,0.6731458932161332,0.6863337159156799,0.6995675355195999,0.7118077516555786,0.7256554156541825,0.7389682292938232,0.7521669417619705,0.7649417012929917,0.7789869576692581,0.7886095345020294,0.806347233057022,0.8157941102981567,0.8298296988010406,0.842937833070755,0.855696052312851,0.8727955043315887,0.8817658394575119,0.8942727029323578,0.9036484777927398,0.9142730534076691,0.9256468176841736,0.941189369559288,0.9537053853273392,0.9624280095100403,0.9792180120944977,0.986775928735733,0.9969214886426926,1.0144971132278442,1.0223690032958985,1.0362227022647859,1.0425643801689148,1.0539745450019837,1.0694020509719848,1.0802956581115724,1.0882599771022796,1.0925277948379517,1.1072337627410889,1.1124738335609436,1.123202669620514,1.1302980542182923,1.1397371351718903,1.151178514957428,1.1536314189434052,1.1649209320545197,1.1711009979248046,1.1774813294410706,1.1855066120624542,1.1918228268623352,1.2000793635845184,1.209480082988739,1.2167964577674866,1.221182656288147,1.2256456911563873,1.233775758743286,1.2383892476558684,1.243460738658905,1.2463277995586395,1.2502659916877747,1.2540115296840668,1.258386605978012,1.263482826948166,1.2694407403469086,1.2723195850849152,1.2772067189216614,1.279387789964676,1.2844624459743499,1.2883483529090882,1.290321171283722,1.2927460432052613,1.2961140811443328,1.299728238582611,1.3017454326152802,1.3044329345226289,1.305993103981018,1.3095721900463104,1.310207223892212,1.3140344262123107,1.315196430683136,1.3186193406581879,1.3188959658145905,1.321870630979538,1.3234818756580353,1.324858295917511,1.3257999956607818,1.3263936460018158,1.3290396988391877,1.3301584005355835,1.3337255835533142,1.3353605031967164,1.3351360142230988,1.3360531330108643,1.3398533582687377,1.3405405700206756,1.340498024225235,1.341534274816513,1.3427213549613952,1.3442078113555909,1.3444954752922058,1.3455552577972412,1.3455405473709106,1.347743409872055,1.3482470989227295,1.3479632914066315,1.3492824137210846,1.350870943069458,1.3513406932353973,1.3514678597450256,1.3519018292427063,1.3521147429943086,1.354010945558548,1.3541458904743195,1.3557593464851379,1.355707836151123,1.3560941874980927,1.3573432564735413,1.357541137933731,1.3569682002067567,1.3579051494598389,1.3591508328914643,1.3595800042152404,1.3596536576747895,1.3610873699188233,1.3602714955806732,1.3621987760066987,1.3609196066856384,1.3619622886180878,1.3622098803520202,1.363013631105423,1.363388442993164,1.3636871874332428,1.363458263874054,1.364207112789154,1.3651117026805877,1.3649451971054076,1.366528606414795,1.3659016251564027,1.3658819019794464,1.3665284216403961,1.3667454481124879,1.3680968284606934,1.367072331905365,1.3675405979156494,1.367147982120514,1.367093563079834,1.367379069328308,1.3673295319080352,1.3674814820289611,1.3678752064704895,1.3687463760375977,1.3695776820182801
t_193,0.0737060260027647,0.06004882846027613,0.06109033450484276,0.050852945633232595,0.044040192291140555,0.03574795089662075,0.0,0.034127076528966425,0.04901734963059425,0.057368057407438756,0.07092991918325424,0.08819016553461552,0.09373810701072216,0.11500853896141053,0.12573011666536332,0.1489345572888851,0.16801096946001054,0.1911429360508919,0.20107926279306412,0.22378396466374398,0.2451166369020939,0.2532076142728329,0.27218606770038606,0.2940411403775215,0.3085184872150421,0.3211721569299698,0.33716578483581544,0.3580325409770012,0.3729009583592415,0.38667236268520355,0.4076199546456337,0.4170409932732582,0.4359103575348854,0.44754701405763625,0.4660605892539024,0.48098146021366117,0.48835387676954267,0.5047733336687088,0.5150681793689728,0.5297487884759903,0.5389322698116302,0.5526911199092865,0.5677919000387192,0.5734850406646729,0.5910214304924011,0.5994673639535903,0.6124583601951599,0.6228374063968658,0.639539560675621,0.6495109975337983,0.6612034946680069,0.6746311336755753,0.68813054561615,0.700626403093338,0.7147005259990692,0.7282624453306198,0.7417149096727371,0.7547515809535981,0.7690013617277145,0.778893792629242,0.7968867480754852,0.8065945655107498,0.8208246022462845,0.8341933190822601,0.8471882462501525,0.8644766390323639,0.8736715644598008,0.8864241003990173,0.8959617614746094,0.9067531824111938,0.9183206588029862,0.9340745329856872,0.9467594921588898,0.9556166648864746,0.9725801795721054,0.9803164273500442,0.990605714917183,1.00834159553051,1.0163805574178695,1.0303940147161483,1.0368237853050233,1.0483754754066468,1.0639799892902375,1.074998950958252,1.0830645501613616,1.0874191999435425,1.1022500276565552,1.1075916290283203,1.118422919511795,1.1256056308746338,1.1351382791996003,1.146709430217743,1.1492259979248047,1.160595577955246,1.1668617725372314,1.173294574022293,1.181406968832016,1.187795352935791,1.1961465239524842,1.2056260108947754,1.2129795730113984,1.2174402952194214,1.221952736377716,1.2301408112049104,1.2348073959350585,1.239933967590332,1.2428412318229676,1.246835708618164,1.2506245017051696,1.2550269663333893,1.2601756811141969,1.2661941647529602,1.2691000938415526,1.2740438282489777,1.276248860359192,1.2813706159591676,1.2853128373622895,1.287310892343521,1.2897704899311067,1.2931563317775727,1.296825909614563,1.2988593578338623,1.301560825109482,1.3031672537326813,1.3067728102207183,1.3074115991592408,1.3112494766712188,1.3124157667160035,1.3158912241458893,1.3161807835102082,1.3191891193389893,1.3208001911640168,1.322208970785141,1.32314532995224,1.3237534642219544,1.3264117956161499,1.3275446474552155,1.3311581909656525,1.33280867934227,1.3325903475284577,1.3335241794586181,1.3373557567596435,1.3380691468715669,1.3380329072475434,1.3390598177909852,1.3402838230133056,1.3417665004730224,1.3420625984668733,1.34314004778862,1.3430934965610504,1.345368540287018,1.3458511233329773,1.3455536484718322,1.3468933165073396,1.348492681980133,1.3489736557006835,1.3490998506546021,1.349526232481003,1.3497559666633605,1.3516809463500976,1.3518173456192017,1.353463089466095,1.3533846080303191,1.353780072927475,1.355078011751175,1.355231511592865,1.354649257659912,1.3556246697902679,1.3568820714950562,1.357325506210327,1.3573891758918761,1.3588418662548065,1.3579912781715393,1.359943336248398,1.3586499989032745,1.3597026705741881,1.3599487960338592,1.3607724487781525,1.3611438572406769,1.361435240507126,1.3611680030822755,1.3619588136672973,1.3628688752651215,1.3626807570457458,1.3643038153648377,1.363642293214798,1.3636371076107026,1.364292323589325,1.3644906640052796,1.365883904695511,1.3648166537284852,1.3653135538101195,1.3649068653583527,1.364837884902954,1.3651463389396667,1.3650860369205475,1.3652360558509826,1.3656159937381744,1.3664977908134461,1.3673672556877137
