,t_99,t_98,t_97,t_96,t_95,t_94,t_93,t_92,t_91,t_90,t_89,t_88,t_87,t_86,t_85,t_84,t_83,t_82,t_81,t_80,t_79,t_78,t_77,t_76,t_75,t_74,t_73,t_72,t_71,t_70,t_69,t_68,t_67,t_66,t_65,t_64,t_63,t_62,t_61,t_60,t_59,t_58,t_57,t_56,t_55,t_54,t_53,t_52,t_51,t_50,t_49,t_48,t_47,t_46,t_45,t_44,t_43,t_42,t_41,t_40,t_39,t_38,t_37,t_36,t_35,t_34,t_33,t_32,t_31,t_30,t_29,t_28,t_27,t_26,t_25,t_24,t_23,t_22,t_21,t_20,t_19,t_18,t_17,t_16,t_15,t_14,t_13,t_12,t_11,t_10,t_9,t_8,t_7,t_6,t_5,t_4,t_3,t_2,t_1,t_0
t_15,1.388671875,1.3884765625,1.3880859375,1.3845703125,1.3822265625,1.3796875,1.378515625,1.3767578125,1.37421875,1.3724609375,1.370703125,1.369921875,1.3685546875,1.3681640625,1.3658203125,1.3650390625,1.3640625,1.3640625,1.3626953125,1.3625,1.360546875,1.359375,1.35703125,1.3546875,1.3515625,1.3478515625,1.343359375,1.3388671875,1.3345703125,1.3296875,1.3234375,1.316796875,1.3109375,1.3041015625,1.2984375,1.291015625,1.2841796875,1.2767578125,1.26796875,1.2591796875,1.2501953125,1.24140625,1.2310546875,1.22109375,1.209375,1.1974609375,1.1853515625,1.17265625,1.1587890625,1.14375,1.1314453125,1.119140625,1.103125,1.0884765625,1.0728515625,1.0564453125,1.040625,1.0240234375,1.0076171875,0.9908203125,0.973828125,0.9544921875,0.9349609375,0.91640625,0.896875,0.8771484375,0.8548828125,0.8330078125,0.809375,0.7857421875,0.76201171875,0.73291015625,0.70654296875,0.678515625,0.6498046875,0.6189453125,0.5873046875,0.55234375,0.514453125,0.473828125,0.4265625,0.3716796875,0.30458984375,0.21787109375,0.0,0.21181640625,0.294287109375,0.352685546875,0.40126953125,0.440234375,0.4744140625,0.50419921875,0.52978515625,0.55556640625,0.578515625,0.6005859375,0.62236328125,0.6455078125,0.67099609375,0.706640625
t_14,1.38984375,1.3892578125,1.3890625,1.3857421875,1.383203125,1.3806640625,1.3798828125,1.3779296875,1.375390625,1.3740234375,1.3720703125,1.37109375,1.3701171875,1.36953125,1.3671875,1.36640625,1.3654296875,1.3654296875,1.3640625,1.363671875,1.36171875,1.3609375,1.3583984375,1.355859375,1.3533203125,1.3494140625,1.344921875,1.340625,1.3361328125,1.3310546875,1.3248046875,1.3185546875,1.3126953125,1.305859375,1.300390625,1.29296875,1.286328125,1.27890625,1.2703125,1.2619140625,1.2529296875,1.244140625,1.2337890625,1.2240234375,1.2125,1.2005859375,1.1888671875,1.1765625,1.1625,1.14765625,1.135546875,1.1232421875,1.1078125,1.09296875,1.0779296875,1.0619140625,1.04609375,1.0296875,1.0140625,0.99765625,0.9806640625,0.962109375,0.943359375,0.925390625,0.906640625,0.8876953125,0.86640625,0.8451171875,0.822265625,0.799609375,0.7765625,0.74892578125,0.72353515625,0.6966796875,0.669921875,0.640625,0.6109375,0.57841796875,0.54423828125,0.50751953125,0.466015625,0.4185546875,0.363037109375,0.299169921875,0.21181640625,0.0,0.20966796875,0.2892578125,0.34921875,0.39541015625,0.43505859375,0.46845703125,0.49716796875,0.52490234375,0.55009765625,0.5740234375,0.59736328125,0.62216796875,0.64931640625,0.68681640625
t_13,1.3904296875,1.390234375,1.3896484375,1.3865234375,1.3841796875,1.3818359375,1.380859375,1.37890625,1.376171875,1.375,1.373046875,1.3720703125,1.37109375,1.3705078125,1.3681640625,1.3671875,1.3666015625,1.36640625,1.3654296875,1.3650390625,1.3630859375,1.3625,1.3599609375,1.357421875,1.3548828125,1.35078125,1.3466796875,1.3421875,1.337890625,1.3326171875,1.3263671875,1.319921875,1.3142578125,1.3076171875,1.3021484375,1.2947265625,1.2880859375,1.28046875,1.272265625,1.263671875,1.2548828125,1.24609375,1.2359375,1.2259765625,1.2154296875,1.203515625,1.1919921875,1.1798828125,1.166015625,1.1513671875,1.1396484375,1.1275390625,1.112109375,1.09765625,1.082421875,1.066796875,1.0513671875,1.0353515625,1.019921875,1.00390625,0.9875,0.9693359375,0.951171875,0.93359375,0.9154296875,0.896875,0.876171875,0.85625,0.8337890625,0.811328125,0.78935546875,0.76279296875,0.7380859375,0.7126953125,0.68779296875,0.6603515625,0.63251953125,0.60234375,0.57080078125,0.53701171875,0.5001953125,0.45849609375,0.41123046875,0.3587890625,0.294287109375,0.20966796875,0.0,0.205859375,0.2857421875,0.343310546875,0.39033203125,0.4287109375,0.4611328125,0.4921875,0.519921875,0.5455078125,0.57119140625,0.59755859375,0.6263671875,0.66611328125
t_12,1.390625,1.3904296875,1.390234375,1.387109375,1.384375,1.38203125,1.3810546875,1.379296875,1.3767578125,1.375390625,1.3734375,1.372265625,1.371484375,1.3712890625,1.369140625,1.368359375,1.367578125,1.3673828125,1.3662109375,1.3658203125,1.3638671875,1.3630859375,1.3609375,1.358203125,1.355859375,1.351953125,1.34765625,1.343359375,1.3390625,1.333984375,1.327734375,1.3212890625,1.3158203125,1.3091796875,1.3041015625,1.2962890625,1.28984375,1.2826171875,1.27421875,1.2654296875,1.2568359375,1.2482421875,1.2380859375,1.22890625,1.2177734375,1.2064453125,1.1951171875,1.1828125,1.1689453125,1.1546875,1.143359375,1.131640625,1.11640625,1.1021484375,1.087109375,1.0720703125,1.056640625,1.040625,1.02578125,1.0099609375,0.994140625,0.9765625,0.95859375,0.941796875,0.9240234375,0.905859375,0.8857421875,0.866015625,0.8443359375,0.823046875,0.80205078125,0.7765625,0.75263671875,0.72861328125,0.70458984375,0.67861328125,0.6521484375,0.6236328125,0.59443359375,0.563671875,0.5296875,0.49248046875,0.45048828125,0.40546875,0.352685546875,0.2892578125,0.205859375,0.0,0.20419921875,0.2828125,0.340185546875,0.3853515625,0.42294921875,0.4572265625,0.4880859375,0.51611328125,0.54384765625,0.571875,0.60205078125,0.64423828125
t_11,1.391796875,1.39140625,1.3912109375,1.3880859375,1.3857421875,1.3833984375,1.382421875,1.38046875,1.3779296875,1.3765625,1.3748046875,1.373828125,1.3732421875,1.372265625,1.3701171875,1.36953125,1.36875,1.3685546875,1.3677734375,1.3671875,1.365234375,1.3646484375,1.3623046875,1.3595703125,1.3572265625,1.353125,1.3490234375,1.34453125,1.3404296875,1.3353515625,1.329296875,1.32265625,1.316796875,1.3107421875,1.3052734375,1.298046875,1.2916015625,1.284375,1.2759765625,1.2673828125,1.259375,1.25078125,1.240625,1.231640625,1.2208984375,1.2095703125,1.1984375,1.186328125,1.17265625,1.158984375,1.1478515625,1.1359375,1.12109375,1.106640625,1.0919921875,1.0775390625,1.0625,1.046875,1.03203125,1.0166015625,1.0009765625,0.98359375,0.96640625,0.9498046875,0.9328125,0.91484375,0.895703125,0.8763671875,0.85546875,0.8349609375,0.81484375,0.79013671875,0.76748046875,0.74453125,0.721484375,0.6970703125,0.67197265625,0.645703125,0.61767578125,0.58984375,0.558203125,0.523828125,0.48642578125,0.44697265625,0.40126953125,0.34921875,0.2857421875,0.20419921875,0.0,0.2008056640625,0.27802734375,0.33388671875,0.378125,0.4177734375,0.45263671875,0.48388671875,0.51416015625,0.54404296875,0.5763671875,0.6212890625
t_10,1.39296875,1.392578125,1.392578125,1.3890625,1.3869140625,1.384375,1.3833984375,1.381640625,1.3791015625,1.3775390625,1.37578125,1.374609375,1.373828125,1.3732421875,1.37109375,1.3703125,1.369921875,1.3693359375,1.368359375,1.3677734375,1.366015625,1.365234375,1.3630859375,1.3603515625,1.3583984375,1.3541015625,1.35,1.345703125,1.34140625,1.3361328125,1.33046875,1.3240234375,1.318359375,1.312109375,1.3068359375,1.2990234375,1.2931640625,1.2859375,1.2775390625,1.2693359375,1.2609375,1.25234375,1.2423828125,1.23359375,1.22265625,1.2119140625,1.2005859375,1.188671875,1.1751953125,1.16171875,1.15078125,1.1392578125,1.125,1.110546875,1.09609375,1.08125,1.0662109375,1.0513671875,1.0365234375,1.0212890625,1.00625,0.98984375,0.97265625,0.9568359375,0.9400390625,0.9228515625,0.9041015625,0.8849609375,0.8646484375,0.84453125,0.825390625,0.801953125,0.78017578125,0.75791015625,0.736328125,0.7130859375,0.68955078125,0.6642578125,0.6376953125,0.61142578125,0.58212890625,0.55029296875,0.516015625,0.48037109375,0.440234375,0.39541015625,0.343310546875,0.2828125,0.2008056640625,0.0,0.1973388671875,0.273388671875,0.328515625,0.374658203125,0.41376953125,0.44892578125,0.48232421875,0.5146484375,0.5494140625,0.5970703125
t_9,1.3935546875,1.3935546875,1.3927734375,1.3900390625,1.3875,1.3849609375,1.384375,1.382421875,1.380078125,1.3783203125,1.376953125,1.3755859375,1.375,1.37421875,1.3720703125,1.37109375,1.3705078125,1.3703125,1.3689453125,1.36875,1.36640625,1.365625,1.363671875,1.3611328125,1.35859375,1.355078125,1.3505859375,1.3462890625,1.3423828125,1.337109375,1.33125,1.3248046875,1.3193359375,1.31328125,1.3080078125,1.300390625,1.29453125,1.2873046875,1.2791015625,1.2708984375,1.262890625,1.254296875,1.244921875,1.2357421875,1.225,1.214453125,1.203125,1.19140625,1.1783203125,1.1650390625,1.154296875,1.1427734375,1.1287109375,1.114453125,1.100390625,1.0857421875,1.0708984375,1.0560546875,1.041796875,1.0267578125,1.0119140625,0.995703125,0.979296875,0.963671875,0.9470703125,0.9302734375,0.9119140625,0.8935546875,0.8740234375,0.854296875,0.8359375,0.813671875,0.7927734375,0.7716796875,0.7509765625,0.7287109375,0.706640625,0.68193359375,0.6568359375,0.632421875,0.60478515625,0.5748046875,0.54326171875,0.51103515625,0.4744140625,0.43505859375,0.39033203125,0.340185546875,0.27802734375,0.1973388671875,0.0,0.193994140625,0.268896484375,0.32490234375,0.37021484375,0.4099609375,0.4470703125,0.4826171875,0.51962890625,0.57060546875
t_8,1.3947265625,1.3943359375,1.394140625,1.391015625,1.3890625,1.386328125,1.3853515625,1.3837890625,1.38125,1.3794921875,1.3779296875,1.3767578125,1.376171875,1.375390625,1.3732421875,1.372265625,1.371484375,1.3708984375,1.3697265625,1.3693359375,1.367578125,1.3666015625,1.3642578125,1.3619140625,1.359375,1.355859375,1.3517578125,1.347265625,1.3431640625,1.3380859375,1.33203125,1.3259765625,1.3205078125,1.3142578125,1.3091796875,1.3017578125,1.2958984375,1.2888671875,1.28046875,1.27265625,1.264453125,1.2560546875,1.246484375,1.2376953125,1.2271484375,1.2162109375,1.20546875,1.19375,1.1806640625,1.1677734375,1.1572265625,1.1458984375,1.1318359375,1.1181640625,1.104296875,1.0900390625,1.0751953125,1.060546875,1.046484375,1.0318359375,1.0171875,1.0013671875,0.9849609375,0.9697265625,0.95390625,0.9375,0.9197265625,0.9021484375,0.882421875,0.8640625,0.8462890625,0.8244140625,0.80419921875,0.78447265625,0.7642578125,0.74306640625,0.72158203125,0.6982421875,0.674609375,0.65126953125,0.625390625,0.5974609375,0.56787109375,0.537890625,0.50419921875,0.46845703125,0.4287109375,0.3853515625,0.33388671875,0.273388671875,0.193994140625,0.0,0.19091796875,0.2654296875,0.321044921875,0.36767578125,0.4087890625,0.44775390625,0.487890625,0.54228515625
t_7,1.394921875,1.3947265625,1.39453125,1.39140625,1.3892578125,1.3869140625,1.3859375,1.383984375,1.381640625,1.380078125,1.3787109375,1.37734375,1.3765625,1.3759765625,1.373828125,1.3728515625,1.372265625,1.3720703125,1.370703125,1.3703125,1.36796875,1.367578125,1.3654296875,1.3630859375,1.360546875,1.3568359375,1.352734375,1.3482421875,1.3443359375,1.3390625,1.3333984375,1.3271484375,1.321484375,1.315625,1.3103515625,1.303515625,1.2974609375,1.2904296875,1.2826171875,1.274609375,1.2666015625,1.258203125,1.248828125,1.23984375,1.2294921875,1.21875,1.2080078125,1.196484375,1.1837890625,1.1705078125,1.16015625,1.1490234375,1.1353515625,1.121484375,1.1080078125,1.0935546875,1.0791015625,1.0650390625,1.0513671875,1.0373046875,1.02265625,1.006640625,0.991015625,0.9759765625,0.960546875,0.94453125,0.9271484375,0.909765625,0.8908203125,0.87265625,0.85546875,0.8341796875,0.8150390625,0.79560546875,0.7763671875,0.7556640625,0.73515625,0.71279296875,0.68984375,0.66796875,0.6431640625,0.6166015625,0.58896484375,0.56083984375,0.52978515625,0.49716796875,0.4611328125,0.42294921875,0.378125,0.328515625,0.268896484375,0.19091796875,0.0,0.1883544921875,0.2626953125,0.318359375,0.365185546875,0.40869140625,0.45263671875,0.5111328125
t_6,1.395703125,1.3955078125,1.3951171875,1.392578125,1.3900390625,1.3875,1.3865234375,1.38515625,1.3826171875,1.3806640625,1.3794921875,1.378125,1.3775390625,1.376953125,1.3744140625,1.373828125,1.3728515625,1.3724609375,1.371484375,1.3712890625,1.3693359375,1.368359375,1.3662109375,1.3638671875,1.3615234375,1.3578125,1.3537109375,1.3494140625,1.3453125,1.3400390625,1.334375,1.3283203125,1.3228515625,1.3169921875,1.3119140625,1.3044921875,1.298828125,1.291796875,1.2837890625,1.276171875,1.268359375,1.2603515625,1.2505859375,1.241796875,1.231640625,1.22109375,1.21015625,1.198828125,1.1859375,1.1732421875,1.16328125,1.1525390625,1.1388671875,1.1251953125,1.1119140625,1.0978515625,1.0837890625,1.06953125,1.05625,1.0423828125,1.028125,1.0126953125,0.9974609375,0.9826171875,0.9677734375,0.9521484375,0.9353515625,0.91796875,0.899609375,0.8818359375,0.8650390625,0.84453125,0.8255859375,0.80703125,0.788671875,0.76865234375,0.74892578125,0.72724609375,0.70537109375,0.684375,0.6611328125,0.636328125,0.6103515625,0.5841796875,0.55556640625,0.52490234375,0.4921875,0.4572265625,0.4177734375,0.374658203125,0.32490234375,0.2654296875,0.1883544921875,0.0,0.1858642578125,0.260302734375,0.3166015625,0.365869140625,0.41357421875,0.47685546875
t_5,1.3958984375,1.395703125,1.3955078125,1.392578125,1.3904296875,1.387890625,1.3869140625,1.385546875,1.3830078125,1.3814453125,1.3798828125,1.37890625,1.378125,1.37734375,1.3751953125,1.3744140625,1.373828125,1.3732421875,1.37265625,1.372265625,1.3697265625,1.369140625,1.3669921875,1.36484375,1.3625,1.35859375,1.3546875,1.350390625,1.346484375,1.34140625,1.335546875,1.3296875,1.32421875,1.318359375,1.3134765625,1.3064453125,1.3005859375,1.293359375,1.285546875,1.278125,1.2701171875,1.2625,1.252734375,1.244140625,1.2341796875,1.223828125,1.212890625,1.201953125,1.1890625,1.1765625,1.166796875,1.1560546875,1.142578125,1.129296875,1.116015625,1.10234375,1.0884765625,1.0744140625,1.0611328125,1.047265625,1.03359375,1.01875,1.003515625,0.9890625,0.97421875,0.9587890625,0.9423828125,0.9255859375,0.9072265625,0.8904296875,0.8740234375,0.8541015625,0.8357421875,0.81796875,0.8001953125,0.7810546875,0.7623046875,0.74150390625,0.7203125,0.70029296875,0.678125,0.65439453125,0.6296875,0.60498046875,0.578515625,0.55009765625,0.519921875,0.4880859375,0.45263671875,0.41376953125,0.37021484375,0.321044921875,0.2626953125,0.1858642578125,0.0,0.1826416015625,0.256591796875,0.314599609375,0.368212890625,0.43701171875
t_4,1.39609375,1.39609375,1.3958984375,1.3931640625,1.390625,1.3884765625,1.3873046875,1.3857421875,1.3833984375,1.3818359375,1.38046875,1.379296875,1.37890625,1.378125,1.37578125,1.3748046875,1.37421875,1.3736328125,1.373046875,1.3724609375,1.369921875,1.3697265625,1.3673828125,1.3650390625,1.362890625,1.3591796875,1.3552734375,1.351171875,1.3470703125,1.3419921875,1.33671875,1.33046875,1.3251953125,1.31953125,1.3146484375,1.3076171875,1.301953125,1.2947265625,1.287109375,1.2798828125,1.272265625,1.2642578125,1.2546875,1.2458984375,1.2361328125,1.2259765625,1.215234375,1.2044921875,1.1919921875,1.1798828125,1.169921875,1.1595703125,1.1462890625,1.133203125,1.1203125,1.1068359375,1.093359375,1.0791015625,1.0666015625,1.0525390625,1.0388671875,1.0244140625,1.009375,0.9953125,0.980859375,0.966015625,0.9498046875,0.93359375,0.9158203125,0.899609375,0.88359375,0.8640625,0.8462890625,0.829296875,0.81171875,0.79345703125,0.7755859375,0.75546875,0.7353515625,0.71611328125,0.69521484375,0.6724609375,0.64892578125,0.62568359375,0.6005859375,0.5740234375,0.5455078125,0.51611328125,0.48388671875,0.44892578125,0.4099609375,0.36767578125,0.318359375,0.260302734375,0.1826416015625,0.0,0.1796142578125,0.2537109375,0.316064453125,0.3921875
t_3,1.396875,1.3970703125,1.3966796875,1.3939453125,1.3919921875,1.3896484375,1.3884765625,1.387109375,1.3849609375,1.383203125,1.3818359375,1.38046875,1.3798828125,1.379296875,1.3771484375,1.3759765625,1.375390625,1.375,1.3740234375,1.3732421875,1.3716796875,1.3708984375,1.36875,1.36640625,1.3642578125,1.360546875,1.3564453125,1.35234375,1.3484375,1.3435546875,1.3380859375,1.33203125,1.3267578125,1.3208984375,1.3162109375,1.309375,1.30390625,1.296875,1.2890625,1.2818359375,1.27421875,1.26640625,1.2568359375,1.2484375,1.2388671875,1.2283203125,1.2181640625,1.2072265625,1.194921875,1.182421875,1.173046875,1.1626953125,1.15,1.1369140625,1.1244140625,1.1111328125,1.098046875,1.0841796875,1.071484375,1.0580078125,1.0451171875,1.03046875,1.016015625,1.0021484375,0.9880859375,0.9732421875,0.9572265625,0.9416015625,0.9244140625,0.90859375,0.8931640625,0.8744140625,0.857421875,0.840625,0.8240234375,0.80615234375,0.78916015625,0.76962890625,0.75029296875,0.73203125,0.7119140625,0.6908203125,0.66806640625,0.64619140625,0.62236328125,0.59736328125,0.57119140625,0.54384765625,0.51416015625,0.48232421875,0.4470703125,0.4087890625,0.365185546875,0.3166015625,0.256591796875,0.1796142578125,0.0,0.1754150390625,0.252587890625,0.33759765625
t_2,1.3970703125,1.3970703125,1.3970703125,1.394140625,1.3921875,1.38984375,1.3888671875,1.3873046875,1.3849609375,1.3837890625,1.3822265625,1.3810546875,1.3802734375,1.3798828125,1.377734375,1.3767578125,1.3763671875,1.3759765625,1.374609375,1.3744140625,1.37265625,1.371484375,1.36953125,1.3673828125,1.365234375,1.3611328125,1.3578125,1.353515625,1.3498046875,1.344921875,1.3392578125,1.3337890625,1.3283203125,1.323046875,1.3181640625,1.311328125,1.3056640625,1.2986328125,1.29140625,1.2841796875,1.2765625,1.26875,1.259375,1.2509765625,1.2416015625,1.23125,1.2212890625,1.210546875,1.1982421875,1.1865234375,1.176953125,1.1669921875,1.1541015625,1.1416015625,1.1294921875,1.1166015625,1.103515625,1.090234375,1.0775390625,1.0640625,1.0515625,1.037109375,1.0228515625,1.009375,0.9958984375,0.98125,0.9658203125,0.950390625,0.9337890625,0.9185546875,0.903515625,0.885546875,0.8693359375,0.8533203125,0.8373046875,0.8205078125,0.8041015625,0.7853515625,0.76669921875,0.74921875,0.73017578125,0.71005859375,0.68857421875,0.66748046875,0.6455078125,0.62216796875,0.59755859375,0.571875,0.54404296875,0.5146484375,0.4826171875,0.44775390625,0.40869140625,0.365869140625,0.314599609375,0.2537109375,0.1754150390625,0.0,0.1679931640625,0.26640625
t_1,1.3978515625,1.398046875,1.39765625,1.3951171875,1.39296875,1.3912109375,1.390234375,1.388671875,1.3865234375,1.3853515625,1.38359375,1.3828125,1.38203125,1.3814453125,1.37890625,1.378125,1.377734375,1.3771484375,1.3759765625,1.375390625,1.3736328125,1.3728515625,1.370703125,1.368359375,1.36640625,1.362890625,1.358984375,1.3552734375,1.351171875,1.346484375,1.341015625,1.335546875,1.3302734375,1.3248046875,1.3203125,1.313671875,1.308203125,1.301171875,1.29375,1.28671875,1.279296875,1.2708984375,1.26171875,1.2537109375,1.24453125,1.234765625,1.2244140625,1.2140625,1.20234375,1.1904296875,1.18125,1.171484375,1.158984375,1.1470703125,1.134765625,1.122265625,1.1095703125,1.09609375,1.084375,1.07109375,1.0587890625,1.044921875,1.0306640625,1.01796875,1.0044921875,0.9904296875,0.975390625,0.961328125,0.94453125,0.930078125,0.9158203125,0.8986328125,0.8830078125,0.8673828125,0.8525390625,0.836328125,0.820703125,0.8029296875,0.7853515625,0.76865234375,0.75087890625,0.7318359375,0.71181640625,0.6916015625,0.67099609375,0.64931640625,0.6263671875,0.60205078125,0.5763671875,0.5494140625,0.51962890625,0.487890625,0.45263671875,0.41357421875,0.368212890625,0.316064453125,0.252587890625,0.1679931640625,0.0,0.1689453125
t_0,1.3998046875,1.4,1.3998046875,1.397265625,1.3955078125,1.39375,1.39296875,1.39140625,1.3890625,1.3880859375,1.38671875,1.3853515625,1.384765625,1.384375,1.3822265625,1.3810546875,1.38046875,1.380078125,1.3791015625,1.3783203125,1.3765625,1.3759765625,1.373828125,1.371484375,1.369140625,1.365625,1.3619140625,1.358203125,1.3541015625,1.3494140625,1.344140625,1.33828125,1.3333984375,1.327734375,1.3234375,1.3169921875,1.311328125,1.3044921875,1.29765625,1.2904296875,1.2826171875,1.275,1.2658203125,1.2580078125,1.2486328125,1.2392578125,1.229296875,1.219140625,1.2076171875,1.1958984375,1.1869140625,1.177734375,1.165625,1.15390625,1.1423828125,1.130078125,1.1181640625,1.1052734375,1.09375,1.080859375,1.06875,1.0556640625,1.042578125,1.0294921875,1.016796875,1.003125,0.9890625,0.97578125,0.9603515625,0.946484375,0.9328125,0.91640625,0.901953125,0.8873046875,0.8732421875,0.858203125,0.8435546875,0.8271484375,0.8109375,0.7958984375,0.7794921875,0.76220703125,0.74384765625,0.725390625,0.706640625,0.68681640625,0.66611328125,0.64423828125,0.6212890625,0.5970703125,0.57060546875,0.54228515625,0.5111328125,0.47685546875,0.43701171875,0.3921875,0.33759765625,0.26640625,0.1689453125,0.0
