model,T,num_blocks,num_layers,num_quantized_layers,bytes_per_element,weight_bytes_per_element,activation_bytes_per_element,cache_output_bytes_per_element,baseline_bytes,cached_bytes,reduction_ratio,baseline_bytes_per_step,cached_bytes_per_step,global_cim_max_dim,global_cim_max_array_size,s3_cache_storage_bytes,baseline_readable,baseline_KB,baseline_MB,baseline_GB,cached_readable,cached_KB,cached_MB,cached_GB,baseline_per_step_readable,baseline_per_step_KB,baseline_per_step_MB,baseline_per_step_GB,cached_per_step_readable,cached_per_step_KB,cached_per_step_MB,cached_per_step_GB,global_cim_max_array_size_readable,global_cim_max_array_size_K,global_cim_max_array_size_M,s3_cache_storage_readable,s3_cache_storage_KB,s3_cache_storage_MB,s3_cache_storage_GB
ldm_ffhq256,200,25,120,0,4,4,4,4,262620083200,73738144256,0.7192212287898628,1313100416.0,368690721.28,16128,14450688,45817856,"244.5840 GB (262,620,083,200 B)",256464925.0,250454.0283203125,244.58401203155518,"68.6740 GB (73,738,144,256 B)",72009906.5,70322.17431640625,68.67399835586548,"1.2229 GB (1,313,100,416 B)",1282324.625,1252.2701416015625,1.2229200601577759,"351.6109 MB (368,690,721 B)",360049.5325,351.6108715820312,0.34336999177932737,"14,450,688 cells",14450.688,14.450688,"43.6953 MB (45,817,856 B)",44744.0,43.6953125,0.04267120361328125
